Date,Open,High,Low,Close,Adj Close,Volume
2006-05-16,737.640015,742.140015,734.520020,737.469971,737.469971,2386210000
2006-05-17,737.450012,737.450012,723.770020,725.849976,725.849976,2830200000
2006-05-18,725.840027,732.559998,718.309998,718.469971,718.469971,2537490000
2006-05-19,718.460022,725.450012,710.809998,722.539978,722.539978,2982300000
2006-05-22,722.539978,722.539978,705.729980,715.250000,715.250000,2773010000
2006-05-23,715.250000,727.520020,710.630005,711.289978,711.289978,2605250000
2006-05-24,711.270020,717.150024,696.059998,711.270020,711.270020,2999030000
2006-05-25,711.260010,725.580017,711.260010,725.580017,725.580017,2372730000
2006-05-26,725.559998,731.140015,725.080017,729.549988,729.549988,1814020000
2006-05-30,729.479980,729.479980,710.919983,711.039978,711.039978,2176190000
2006-05-31,711.030029,721.289978,711.030029,721.010010,721.010010,2692160000
2006-06-01,721.010010,736.500000,721.010010,736.500000,736.500000,2360160000
2006-06-02,736.500000,742.260010,731.770020,737.450012,737.450012,2295540000
2006-06-05,737.450012,737.450012,713.510010,713.919983,713.919983,2313470000
2006-06-06,713.919983,716.049988,702.890015,710.960022,710.960022,2697650000
2006-06-07,710.929993,721.489990,706.679993,706.780029,706.780029,2644170000
2006-06-08,706.770020,707.280029,684.909973,706.530029,706.530029,3543790000
2006-06-09,706.520020,714.150024,699.630005,701.390015,701.390015,2214000000
2006-06-12,701.380005,701.929993,683.190002,683.190002,683.190002,2247010000
2006-06-13,683.070007,691.349976,671.190002,672.719971,672.719971,3215770000
2006-06-14,672.659973,679.429993,669.880005,677.090027,677.090027,2667990000
2006-06-15,677.080017,702.820007,677.080017,701.049988,701.049988,2775480000
2006-06-16,701.039978,701.039978,690.030029,693.070007,693.070007,2783390000
2006-06-19,693.059998,694.739990,678.820007,680.760010,680.760010,2517200000
2006-06-20,680.739990,686.130005,677.340027,677.500000,677.500000,2232950000
2006-06-21,677.489990,693.799988,677.489990,690.669983,690.669983,2361230000
2006-06-22,690.669983,690.669983,683.489990,688.039978,688.039978,2148180000
2006-06-23,688.039978,694.559998,682.679993,690.140015,690.140015,2017270000
2006-06-26,690.130005,698.739990,690.130005,698.640015,698.640015,1878580000
2006-06-27,698.630005,702.309998,685.549988,686.940002,686.940002,2203130000
2006-06-28,686.640015,688.780029,679.900024,688.039978,688.039978,2085490000
2006-06-29,687.989990,714.320007,687.989990,714.320007,714.320007,2621250000
2006-06-30,714.320007,724.669983,710.299988,724.669983,724.669983,3049560000
2006-07-03,724.650024,730.799988,724.500000,730.799988,730.799988,1114470000
2006-07-05,730.750000,730.750000,715.210022,719.849976,719.849976,2165070000
2006-07-06,719.809998,725.500000,716.859985,720.640015,720.640015,2009160000
2006-07-07,720.640015,720.640015,708.369995,709.299988,709.299988,1988150000
2006-07-10,709.299988,715.950012,706.750000,709.080017,709.080017,1854590000
2006-07-11,709.080017,714.400024,701.049988,714.390015,714.390015,2310850000
2006-07-12,714.340027,714.669983,700.929993,701.169983,701.169983,2250450000
2006-07-13,701.159973,701.159973,686.289978,687.289978,687.289978,2545760000
2006-07-14,687.289978,687.289978,674.820007,681.239990,681.239990,2467120000
2006-07-17,681.229980,685.169983,675.280029,677.690002,677.690002,2146410000
2006-07-18,677.659973,685.679993,670.849976,681.640015,681.640015,2481750000
2006-07-19,681.630005,703.580017,681.299988,702.340027,702.340027,2701980000
2006-07-20,702.330017,705.169983,683.140015,683.609985,683.609985,2345580000
2006-07-21,683.609985,683.609985,668.580017,671.940002,671.940002,2704090000
2006-07-24,671.940002,690.760010,671.940002,690.760010,690.760010,2312720000
2006-07-25,690.760010,701.020020,688.559998,697.440002,697.440002,2563930000
2006-07-26,697.429993,699.590027,686.119995,694.450012,694.450012,2667710000
2006-07-27,694.349976,701.869995,684.289978,685.690002,685.690002,2776710000
2006-07-28,685.640015,700.690002,685.640015,700.030029,700.030029,2480420000
2006-07-31,700.020020,701.640015,695.130005,700.559998,700.559998,2461300000
2006-08-01,700.559998,700.559998,686.599976,689.890015,689.890015,2527690000
2006-08-02,689.869995,700.539978,689.869995,696.809998,696.809998,2610750000
2006-08-03,696.789978,706.359985,690.200012,704.380005,704.380005,2728440000
2006-08-04,704.369995,716.049988,694.190002,701.260010,701.260010,2530970000
2006-08-07,701.250000,701.250000,691.950012,696.049988,696.049988,2045660000
2006-08-08,696.030029,700.919983,686.419983,687.469971,687.469971,2457840000
2006-08-09,687.429993,695.190002,680.270020,681.049988,681.049988,2555180000
2006-08-10,681.000000,688.960022,674.750000,686.270020,686.270020,2402190000
2006-08-11,686.219971,686.219971,676.400024,679.039978,679.039978,2004540000
2006-08-14,679.010010,691.169983,679.010010,681.729980,681.729980,2118020000
2006-08-15,681.719971,697.849976,681.719971,697.830017,697.830017,2334100000
2006-08-16,697.809998,708.229980,697.809998,707.390015,707.390015,2554570000
2006-08-17,707.359985,713.859985,705.380005,710.780029,710.780029,2458340000
2006-08-18,710.770020,712.380005,704.400024,711.679993,711.679993,2033910000
2006-08-21,711.679993,711.679993,702.590027,705.330017,705.330017,1759240000
2006-08-22,705.330017,709.250000,703.450012,707.760010,707.760010,1908740000
2006-08-23,707.750000,711.090027,696.630005,698.419983,698.419983,1893670000
2006-08-24,698.409973,701.570007,693.190002,698.719971,698.719971,1930320000
2006-08-25,698.710022,703.799988,696.409973,699.239990,699.239990,1667580000
2006-08-28,699.239990,707.799988,699.140015,706.650024,706.650024,1834920000
2006-08-29,706.609985,715.179993,702.799988,714.849976,714.849976,2093720000
2006-08-30,714.739990,721.969971,713.770020,720.580017,720.580017,2060690000
2006-08-31,720.570007,725.039978,720.229980,720.530029,720.530029,1974540000
2006-09-01,720.520020,724.789978,718.710022,721.559998,721.559998,1800520000
2006-09-05,721.559998,727.859985,721.030029,727.510010,727.510010,2114480000
2006-09-06,727.460022,727.460022,712.030029,712.039978,712.039978,2329870000
2006-09-07,712.020020,713.880005,704.510010,706.469971,706.469971,2325850000
2006-09-08,706.469971,709.510010,705.400024,708.539978,708.539978,2132890000
2006-09-11,708.520020,711.130005,700.440002,707.570007,707.570007,2506430000
2006-09-12,707.559998,725.630005,707.559998,724.479980,724.479980,2791580000
2006-09-13,724.369995,731.299988,723.919983,730.700012,730.700012,2597220000
2006-09-14,730.700012,730.700012,723.659973,727.599976,727.599976,2351220000
2006-09-15,727.599976,732.219971,725.479980,729.460022,729.460022,3198030000
2006-09-18,729.330017,733.150024,725.880005,728.840027,728.840027,2325080000
2006-09-19,728.840027,729.080017,715.270020,725.119995,725.119995,2390850000
2006-09-20,725.419983,737.280029,725.419983,734.479980,734.479980,2543070000
2006-09-21,734.460022,738.159973,724.460022,727.130005,727.130005,2627440000
2006-09-22,727.130005,727.130005,714.080017,718.630005,718.630005,2162880000
2006-09-25,718.619995,728.799988,714.700012,727.090027,727.090027,2710240000
2006-09-26,727.080017,732.049988,725.590027,729.609985,729.609985,2673350000
2006-09-27,729.320007,733.940002,727.770020,732.539978,732.539978,2749190000
2006-09-28,732.479980,736.760010,727.890015,732.559998,732.559998,2397820000
2006-09-29,732.559998,734.020020,725.299988,725.590027,725.590027,2273430000
2006-10-02,725.590027,726.950012,716.630005,718.809998,718.809998,2154480000
2006-10-03,718.799988,722.520020,712.169983,718.349976,718.349976,2682690000
2006-10-04,718.309998,733.619995,716.869995,733.479980,733.479980,3019880000
2006-10-05,733.409973,743.380005,733.179993,743.080017,743.080017,2817240000
2006-10-06,743.080017,743.090027,735.260010,739.809998,739.809998,2523000000
2006-10-09,739.809998,745.690002,736.159973,744.570007,744.570007,1935170000
2006-10-10,744.570007,747.840027,741.969971,745.880005,745.880005,2376140000
2006-10-11,745.840027,747.260010,736.500000,741.710022,741.710022,2521000000
2006-10-12,741.700012,757.150024,741.700012,757.090027,757.090027,2514350000
2006-10-13,757.090027,763.369995,756.119995,762.650024,762.650024,2482920000
2006-10-16,762.640015,769.859985,762.539978,769.479980,769.479980,2305920000
2006-10-17,769.479980,769.479980,758.809998,764.909973,764.909973,2519620000
2006-10-18,764.880005,771.820007,761.460022,763.400024,763.400024,2658840000
2006-10-19,763.409973,768.390015,760.770020,767.390015,767.390015,2619830000
2006-10-20,767.390015,768.320007,760.239990,762.130005,762.130005,2526410000
2006-10-23,762.130005,767.049988,756.270020,763.520020,763.520020,2480430000
2006-10-24,763.520020,763.700012,758.859985,762.429993,762.429993,2876890000
2006-10-25,762.419983,768.789978,760.280029,767.150024,767.150024,2953540000
2006-10-26,767.140015,776.039978,764.229980,776.039978,776.039978,2793350000
2006-10-27,775.929993,775.929993,764.830017,765.840027,765.840027,2458450000
2006-10-30,765.799988,771.460022,760.700012,770.359985,770.359985,2770440000
2006-10-31,770.359985,772.090027,762.479980,766.840027,766.840027,2803030000
2006-11-01,766.820007,769.890015,751.609985,752.150024,752.150024,2821160000
2006-11-02,752.119995,753.229980,746.289978,750.119995,750.119995,2646180000
2006-11-03,750.119995,755.690002,747.080017,752.729980,752.729980,2419730000
2006-11-06,752.719971,764.849976,752.719971,763.080017,763.080017,2533550000
2006-11-07,763.080017,772.219971,762.599976,764.390015,764.390015,2636390000
2006-11-08,764.330017,771.799988,760.679993,769.840027,769.840027,2814820000
2006-11-09,769.840027,771.070007,758.369995,762.059998,762.059998,3012050000
2006-11-10,762.059998,769.150024,761.330017,769.150024,769.150024,2290200000
2006-11-13,769.099976,773.729980,767.340027,772.409973,772.409973,2386340000
2006-11-14,772.380005,785.169983,769.270020,785.059998,785.059998,3027480000
2006-11-15,785.030029,794.179993,784.760010,791.960022,791.960022,2831130000
2006-11-16,791.909973,793.640015,788.809998,790.750000,790.750000,2835730000
2006-11-17,790.739990,790.739990,783.469971,788.469971,788.469971,2726100000
2006-11-20,788.469971,792.429993,786.400024,790.619995,790.619995,2546710000
2006-11-21,790.549988,792.450012,788.039978,792.169983,792.169983,2597940000
2006-11-22,792.750000,795.169983,790.580017,792.909973,792.909973,2237710000
2006-11-24,792.030029,794.250000,787.179993,792.280029,792.280029,832550000
2006-11-27,790.789978,790.789978,771.780029,772.109985,772.109985,2711210000
2006-11-28,771.210022,775.130005,767.809998,774.820007,774.820007,2639750000
2006-11-29,776.859985,785.039978,776.859985,784.159973,784.159973,2790970000
2006-11-30,784.039978,789.580017,779.989990,786.119995,786.119995,4006230000
2006-12-01,785.710022,787.109985,773.059998,781.169983,781.169983,2800980000
2006-12-04,781.909973,796.559998,781.909973,795.849976,795.849976,2766320000
2006-12-05,797.159973,801.010010,795.159973,797.419983,797.419983,2755700000
2006-12-06,796.469971,798.359985,792.510010,795.940002,795.940002,2725280000
2006-12-07,796.530029,798.450012,791.179993,792.289978,792.289978,2743150000
2006-12-08,791.500000,796.349976,786.549988,792.559998,792.559998,2440460000
2006-12-11,792.539978,795.159973,790.119995,793.070007,793.070007,2289900000
2006-12-12,793.229980,793.719971,784.640015,788.409973,788.409973,2738170000
2006-12-13,790.710022,792.880005,785.940002,788.750000,788.750000,2552260000
2006-12-14,789.309998,798.619995,789.309998,794.219971,794.219971,2729700000
2006-12-15,795.090027,798.130005,792.260010,792.710022,792.710022,3229580000
2006-12-18,793.690002,795.400024,780.640015,782.020020,782.020020,2568140000
2006-12-19,780.280029,784.039978,775.330017,782.099976,782.099976,2717060000
2006-12-20,782.710022,788.820007,782.710022,785.559998,785.559998,2387630000
2006-12-21,785.900024,789.609985,780.630005,782.900024,782.900024,2322410000
2006-12-22,783.229980,783.500000,778.119995,780.820007,780.820007,1647590000
2006-12-26,780.289978,788.590027,779.799988,788.169983,788.169983,1310310000
2006-12-27,788.159973,797.789978,788.159973,797.729980,797.729980,1667370000
2006-12-28,796.979980,798.530029,793.409973,794.479980,794.479980,1508570000
2006-12-29,794.440002,795.960022,786.840027,787.659973,787.659973,1678200000
2007-01-03,788.309998,796.619995,779.309998,787.419983,787.419983,3429160000
2007-01-04,786.419983,791.830017,779.700012,789.950012,789.950012,3004460000
2007-01-05,787.700012,787.700012,774.549988,775.869995,775.869995,2919400000
2007-01-08,776.200012,778.830017,769.270020,776.989990,776.989990,2763340000
2007-01-09,777.099976,778.739990,768.690002,778.330017,778.330017,3038380000
2007-01-10,775.780029,779.450012,773.140015,778.869995,778.869995,2764660000
2007-01-11,779.500000,791.000000,779.500000,788.450012,788.450012,2857870000
2007-01-12,788.109985,794.270020,787.869995,794.260010,794.260010,2686480000
2007-01-16,794.280029,799.299988,789.630005,791.479980,791.479980,2599530000
2007-01-17,789.809998,793.570007,788.539978,788.770020,788.770020,2690270000
2007-01-18,788.130005,788.190002,776.869995,778.210022,778.210022,2822430000
2007-01-19,778.130005,785.450012,775.169983,785.159973,785.159973,2777480000
2007-01-22,784.960022,785.039978,775.830017,777.960022,777.960022,2540120000
2007-01-23,777.590027,788.690002,776.820007,785.380005,785.380005,2975070000
2007-01-24,786.590027,794.059998,786.590027,794.030029,794.030029,2783180000
2007-01-25,793.919983,794.640015,782.090027,784.190002,784.190002,2994330000
2007-01-26,784.229980,789.070007,778.340027,788.140015,788.140015,2626620000
2007-01-29,787.369995,795.130005,787.200012,793.099976,793.099976,2730480000
2007-01-30,793.599976,798.239990,791.840027,797.969971,797.969971,2706250000
2007-01-31,797.030029,803.460022,793.229980,800.340027,800.340027,2976690000
2007-02-01,802.020020,807.770020,801.919983,807.770020,807.770020,2914890000
2007-02-02,807.950012,810.349976,806.770020,809.419983,809.419983,2569450000
2007-02-05,809.200012,810.489990,805.359985,806.690002,806.690002,2439430000
2007-02-06,807.200012,810.409973,804.299988,810.409973,810.409973,2608710000
2007-02-07,811.159973,816.200012,809.409973,816.200012,816.200012,2618820000
2007-02-08,815.049988,816.900024,812.390015,816.390015,816.390015,2816180000
2007-02-09,815.979980,817.010010,803.609985,807.109985,807.109985,2951810000
2007-02-12,808.020020,808.309998,802.409973,805.789978,805.789978,2395680000
2007-02-13,806.979980,812.530029,806.979980,812.530029,812.530029,2652150000
2007-02-14,812.599976,818.070007,811.729980,813.989990,813.989990,2699290000
2007-02-15,814.320007,817.640015,812.010010,815.429993,815.429993,2490920000
2007-02-16,815.630005,818.460022,810.179993,818.150024,818.150024,2399450000
2007-02-20,816.869995,827.179993,812.190002,826.109985,826.109985,2337860000
2007-02-21,824.330017,827.330017,821.820007,827.330017,827.330017,2606980000
2007-02-22,827.630005,830.010010,822.719971,829.440002,829.440002,1950770000
2007-02-23,828.799988,828.840027,823.109985,826.640015,826.640015,2579950000
2007-02-26,828.030029,829.400024,818.239990,823.690002,823.690002,2822170000
2007-02-27,817.659973,817.659973,790.489990,792.659973,792.659973,4065230000
2007-02-28,793.260010,797.450012,784.419983,793.299988,793.299988,3925250000
2007-03-01,787.619995,795.940002,773.880005,791.030029,791.030029,3874910000
2007-03-02,788.200012,788.609985,775.169983,775.440002,775.440002,3312260000
2007-03-05,771.909973,777.369995,760.059998,760.059998,760.059998,3480520000
2007-03-06,764.320007,781.830017,764.320007,778.880005,778.880005,3358160000
2007-03-07,778.750000,781.130005,773.710022,775.900024,775.900024,3141350000
2007-03-08,780.289978,786.750000,778.890015,781.140015,781.140015,3014850000
2007-03-09,784.200012,787.489990,780.070007,785.119995,785.119995,2623050000
2007-03-12,784.640015,789.880005,783.440002,789.000000,789.000000,2664000000
2007-03-13,786.409973,786.409973,767.989990,769.119995,769.119995,3485570000
2007-03-14,768.520020,776.770020,761.059998,775.679993,775.679993,3758350000
2007-03-15,775.690002,783.609985,775.690002,783.609985,783.609985,2821900000
2007-03-16,783.440002,784.789978,776.489990,778.770020,778.770020,3393640000
2007-03-19,780.919983,789.289978,780.919983,787.049988,787.049988,2777180000
2007-03-20,786.590027,793.609985,785.580017,793.599976,793.599976,2795940000
2007-03-21,794.250000,808.559998,792.739990,807.469971,807.469971,3184770000
2007-03-22,808.400024,809.280029,804.590027,808.049988,808.049988,3129970000
2007-03-23,807.849976,810.380005,807.369995,809.510010,809.510010,2619020000
2007-03-26,810.000000,811.049988,802.130005,808.940002,808.940002,2754660000
2007-03-27,808.880005,808.880005,800.619995,802.359985,802.359985,2673040000
2007-03-28,799.950012,800.869995,792.969971,797.400024,797.400024,3000440000
2007-03-29,800.070007,803.090027,791.419983,798.940002,798.940002,2854710000
2007-03-30,799.950012,804.330017,794.419983,800.710022,800.710022,2903960000
2007-04-02,801.770020,803.219971,798.169983,803.219971,803.219971,2875880000
2007-04-03,804.020020,813.369995,804.020020,811.770020,811.770020,2921760000
2007-04-04,811.580017,811.830017,807.780029,810.789978,810.789978,2616320000
2007-04-05,810.859985,813.900024,810.349976,813.349976,813.349976,2357230000
2007-04-09,813.840027,814.309998,809.919983,811.640015,811.640015,2349410000
2007-04-10,811.409973,816.130005,811.400024,814.510010,814.510010,2510110000
2007-04-11,814.820007,814.929993,804.599976,808.239990,808.239990,2950190000
2007-04-12,807.140015,815.049988,803.140015,815.049988,815.049988,2770570000
2007-04-13,815.020020,819.380005,811.780029,819.380005,819.380005,2690020000
2007-04-16,821.119995,831.489990,821.119995,831.440002,831.440002,2870140000
2007-04-17,831.059998,831.710022,826.039978,828.960022,828.960022,2920570000
2007-04-18,827.409973,827.549988,823.320007,824.380005,824.380005,2971330000
2007-04-19,823.820007,823.820007,815.900024,819.320007,819.320007,2913610000
2007-04-20,823.549988,829.429993,823.549988,828.859985,828.859985,3329940000
2007-04-23,827.909973,830.729980,825.349976,827.549988,827.549988,2575020000
2007-04-24,828.340027,829.309998,820.200012,826.359985,826.359985,3119750000
2007-04-25,828.299988,834.890015,826.289978,832.070007,832.070007,3252590000
2007-04-26,831.869995,835.169983,827.000000,833.799988,833.799988,3211800000
2007-04-27,832.549988,832.570007,826.919983,829.700012,829.700012,2732810000
2007-04-30,829.909973,830.429993,814.210022,814.570007,814.570007,3093420000
2007-05-01,815.380005,816.940002,807.690002,816.250000,816.250000,3400350000
2007-05-02,816.390015,829.900024,816.390015,828.460022,828.460022,3189800000
2007-05-03,828.450012,830.869995,826.020020,828.869995,828.869995,3007970000
2007-05-04,830.229980,832.880005,827.820007,832.880005,832.880005,2761930000
2007-05-07,833.280029,835.130005,830.849976,831.869995,831.869995,2545090000
2007-05-08,830.330017,830.900024,821.739990,830.900024,830.900024,2795720000
2007-05-09,828.280029,836.989990,826.679993,834.770020,834.770020,2935550000
2007-05-10,832.710022,832.710022,818.559998,818.630005,818.630005,3031240000
2007-05-11,818.700012,829.539978,818.700012,829.539978,829.539978,2720780000
2007-05-14,828.929993,831.150024,820.650024,822.330017,822.330017,2776130000
2007-05-15,822.330017,827.599976,813.690002,814.179993,814.179993,3071020000
2007-05-16,814.719971,820.210022,810.609985,820.200012,820.200012,2915350000
2007-05-17,819.450012,819.450012,813.229980,815.640015,815.640015,2868640000
2007-05-18,818.200012,825.250000,814.650024,823.659973,823.659973,2959050000
2007-05-21,823.390015,837.190002,823.219971,833.650024,833.650024,3465360000
2007-05-22,833.559998,841.380005,832.159973,839.919983,839.919983,2860500000
2007-05-23,840.750000,845.940002,835.580017,836.539978,836.539978,3084260000
2007-05-24,836.289978,840.609985,821.280029,823.799988,823.799988,3365530000
2007-05-25,825.200012,831.750000,825.200012,829.929993,829.929993,2316250000
2007-05-29,831.239990,838.580017,831.239990,837.530029,837.530029,2571790000
2007-05-30,836.489990,843.380005,831.179993,843.349976,843.349976,2980210000
2007-05-31,844.190002,849.260010,843.710022,847.179993,847.179993,3335530000
2007-06-01,848.619995,856.390015,848.619995,853.450012,853.450012,2927020000
2007-06-04,852.530029,855.190002,849.260010,855.090027,855.090027,2738930000
2007-06-05,853.479980,853.479980,844.099976,848.250000,848.250000,2939450000
2007-06-06,845.580017,845.580017,837.090027,841.210022,841.210022,2964190000
2007-06-07,839.500000,839.500000,824.840027,825.320007,825.320007,3538470000
2007-06-08,824.969971,836.109985,822.219971,835.309998,835.309998,2993460000
2007-06-11,834.349976,837.229980,829.020020,833.179993,833.179993,2525280000
2007-06-12,830.820007,831.909973,819.750000,821.719971,821.719971,3056200000
2007-06-13,822.989990,833.880005,822.760010,832.539978,832.539978,3077930000
2007-06-14,832.909973,840.979980,832.909973,837.119995,837.119995,2813630000
2007-06-15,842.650024,851.150024,842.650024,848.190002,848.190002,3406030000
2007-06-18,848.690002,849.239990,842.380005,846.280029,846.280029,2480240000
2007-06-19,845.520020,849.479980,840.380005,848.340027,848.340027,2873590000
2007-06-20,849.359985,850.799988,835.830017,836.179993,836.179993,3286900000
2007-06-21,834.580017,840.020020,828.710022,839.809998,839.809998,3161110000
2007-06-22,839.030029,839.169983,829.349976,834.750000,834.750000,4284320000
2007-06-25,834.119995,837.950012,824.659973,827.460022,827.460022,3287250000
2007-06-26,828.650024,832.210022,823.039978,826.130005,826.130005,3398530000
2007-06-27,823.979980,838.599976,820.179993,838.460022,838.460022,3398150000
2007-06-28,838.520020,845.500000,838.219971,839.039978,839.039978,3006710000
2007-06-29,840.729980,845.669983,832.630005,833.700012,833.700012,3165410000
2007-07-02,836.080017,845.059998,836.080017,845.059998,845.059998,2648990000
2007-07-03,845.450012,849.159973,845.450012,848.200012,848.200012,1560790000
