"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"29.03.2020","297,00","280,00","297,80","273,20","1,61M","6,45%"
"22.03.2020","279,00","257,10","287,70","250,00","1,83M","4,69%"
"15.03.2020","266,50","235,90","283,30","222,00","4,00M","9,27%"
"08.03.2020","243,90","266,00","284,00","205,20","4,53M","-16,81%"
"01.03.2020","293,20","287,90","306,90","272,00","2,50M","5,28%"
"23.02.2020","278,50","327,60","330,00","261,60","3,11M","-15,86%"
"16.02.2020","331,00","327,60","336,00","323,00","991,85K","1,53%"
"09.02.2020","326,00","310,90","326,80","308,40","1,22M","5,57%"
"02.02.2020","308,80","280,60","320,60","279,50","2,61M","9,66%"
"26.01.2020","281,60","277,10","281,60","268,30","1,80M","2,03%"
"19.01.2020","276,00","268,70","285,70","267,10","2,49M","3,56%"
"12.01.2020","266,50","287,80","291,80","243,00","3,78M","-6,49%"
"05.01.2020","285,00","287,10","292,70","277,30","896,84K","-0,35%"
