"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"20.03.2012","6,50","6,60","6,60","6,45","385,80K","-1,96%"
"19.03.2012","6,63","6,69","6,69","6,41","462,59K","0,76%"
"16.03.2012","6,58","6,53","6,73","6,48","1,51M","2,81%"
"15.03.2012","6,40","6,03","6,40","6,03","1,61M","6,14%"
"14.03.2012","6,03","6,02","6,12","6,01","463,59K","1,52%"
"13.03.2012","5,94","6,00","6,03","5,86","178,26K","0,00%"
"12.03.2012","5,94","6,12","6,12","5,90","335,43K","-2,46%"
"09.03.2012","6,09","6,10","6,16","5,98","676,20K","2,01%"
"08.03.2012","5,97","5,66","5,97","5,58","817,11K","7,76%"
"07.03.2012","5,54","5,36","5,54","5,35","231,71K","2,40%"
"06.03.2012","5,41","5,55","5,55","5,40","578,33K","-2,70%"
"05.03.2012","5,56","5,69","5,70","5,53","278,20K","-2,63%"
"02.03.2012","5,71","5,75","5,80","5,68","220,97K","-1,55%"
"01.03.2012","5,80","5,87","5,87","5,57","250,75K","-1,19%"
"29.02.2012","5,87","5,95","5,95","5,79","196,44K","-0,51%"
"28.02.2012","5,90","5,83","5,94","5,78","146,14K","1,37%"
"27.02.2012","5,82","5,93","5,93","5,76","131,22K","-1,52%"
"24.02.2012","5,91","5,93","5,98","5,82","197,41K","-0,34%"
"23.02.2012","5,93","5,92","5,99","5,91","189,52K","-1,00%"
"22.02.2012","5,99","6,03","6,05","5,90","258,32K","-0,50%"
"21.02.2012","6,02","5,99","6,03","5,90","232,88K","0,50%"
"20.02.2012","5,99","6,04","6,05","5,91","342,85K","0,84%"
"17.02.2012","5,94","5,95","6,05","5,92","482,35K","1,19%"
"16.02.2012","5,87","5,74","5,94","5,52","1,12M","1,03%"
"15.02.2012","5,81","6,03","6,07","5,76","819,39K","-2,84%"
"14.02.2012","5,98","5,95","6,08","5,90","532,11K","1,18%"
"13.02.2012","5,91","5,94","6,06","5,86","1,25M","0,00%"
"10.02.2012","5,91","6,15","6,15","5,61","1,40M","-3,90%"
"09.02.2012","6,15","6,30","6,35","6,15","812,44K","-1,91%"
"08.02.2012","6,27","6,22","6,45","6,13","1,57M","0,97%"
"07.02.2012","6,21","6,26","6,30","6,11","519,91K","-0,64%"
"06.02.2012","6,25","6,21","6,27","6,13","437,59K","0,64%"
"03.02.2012","6,21","6,15","6,38","6,09","1,46M","1,31%"
"02.02.2012","6,13","6,24","6,24","6,09","462,02K","-0,49%"
"01.02.2012","6,16","6,05","6,27","6,05","952,51K","1,48%"
"31.01.2012","6,07","6,06","6,19","5,99","591,07K","0,17%"
"30.01.2012","6,06","6,07","6,08","5,85","753,95K","-0,49%"
"27.01.2012","6,09","6,13","6,27","6,03","980,20K","-0,81%"
"26.01.2012","6,14","6,15","6,49","6,00","1,99M","1,49%"
"25.01.2012","6,05","6,10","6,10","5,85","1,14M","-0,49%"
"24.01.2012","6,08","6,10","6,20","5,95","2,61M","2,18%"
"23.01.2012","5,95","5,23","5,95","5,21","2,73M","13,55%"
"20.01.2012","5,24","5,21","5,26","5,21","86,53K","-0,19%"
"19.01.2012","5,25","5,26","5,27","5,18","201,71K","0,19%"
"18.01.2012","5,24","5,23","5,28","5,17","190,93K","0,58%"
"17.01.2012","5,21","5,18","5,29","5,13","971,91K","1,56%"
"16.01.2012","5,13","5,03","5,16","5,03","194,81K","0,00%"
"13.01.2012","5,13","5,29","5,29","5,07","441,14K","-2,29%"
"12.01.2012","5,25","5,20","5,29","5,16","263,79K","1,55%"
"11.01.2012","5,17","5,26","5,33","5,13","260,99K","-1,15%"
"10.01.2012","5,23","5,15","5,30","5,10","376,77K","1,95%"
"09.01.2012","5,13","5,11","5,15","5,03","171,41K","0,00%"
"05.01.2012","5,13","5,09","5,15","5,04","158,10K","-0,39%"
"04.01.2012","5,15","5,16","5,21","5,07","152,83K","-0,19%"
"03.01.2012","5,16","5,26","5,27","5,15","330,75K","-2,27%"
"02.01.2012","5,28","5,24","5,38","5,24","497,37K","0,19%"
